Equipment_ID,Failure_Risk,Tool_Wear,Maintenance_Priority,Next_Maintenance,Days_Until_Maintenance
8624,0.04383453109281698,107.0083219390611,Low,Within 1 week,1.0
8625,0.07274388918623283,104.6785531063863,Low,Immediate,0.0
8626,0.20700642187453122,94.92337785470278,Low,Within 1 week,2.0
8627,0.13093563155751994,103.96065375007113,Low,Within 1 week,1.0
8628,0.07586055264975092,106.23007041229616,Low,Within 1 week,1.0
8629,0.19423470055359487,104.99743777509829,Low,Immediate,0.0
8630,0.12365628014576945,105.1449248061175,Low,Within 1 week,1.0
8631,0.05453157977499269,101.97849712377025,Low,Within 1 week,1.0
8632,0.18876684402158347,98.93835144339735,Low,Within 1 week,1.0
8633,0.13559477185140623,104.0832726780365,Low,Within 1 week,1.0
8634,0.40002202968672335,112.37667096325956,Medium,Immediate,0.0
8635,0.1059935525049731,103.5967558543944,Low,Within 1 week,1.0
8636,0.053556766630867114,102.98911045704047,Low,Within 1 week,1.0
8637,0.1585806660115798,107.23684098115943,Low,Immediate,0.0
8638,0.0597301551341738,110.10958896383615,Low,Within 1 week,1.0
8639,0.112296235339646,107.35200851982628,Low,Within 1 week,1.0
8640,0.08626919008893154,91.84840699615599,Low,Within 1 week,2.0
8641,0.18408849865896773,103.23474674333373,Low,Within 1 week,1.0
8642,0.10620081369422582,106.88615022905627,Low,Within 1 week,1.0
8643,0.014865209873120315,138.61860160972373,Low,Within 1 week,1.0
8644,0.19123168293742693,105.12985276447957,Low,Immediate,0.0
8645,0.030921721572565473,110.14772952561667,Low,Within 1 week,1.0
8646,0.04794074868490648,101.1207866682139,Low,Within 1 week,1.0
8647,0.23094416847302174,101.31950586897713,Low,Immediate,0.0
8648,0.13751183769764527,103.56669562081427,Low,Within 1 week,1.0
8649,0.058892312670700386,120.54999863548792,Low,Within 1 week,1.0
8650,0.03306607151320033,104.56574596826583,Low,Within 1 week,1.0
8651,0.1247821946045725,106.50236517664871,Low,Immediate,0.0
8652,0.06649914413398406,99.4150243818277,Low,Within 1 week,1.0
8653,0.095674570750915,105.29226857782264,Low,Immediate,0.0
8654,0.9117795345937949,104.53475189456528,High,Immediate,0.0
8655,0.088507744910265,102.99808532578082,Low,Immediate,0.0
8656,0.0808876336611583,104.29028235226018,Low,Within 1 week,1.0
8657,0.030972023376453887,101.5506712678598,Low,Within 1 week,1.0
8658,0.06290167623299903,104.27983460204848,Low,Within 1 week,1.0
8659,0.10569824997290635,102.39463508395654,Low,Within 1 week,1.0
8660,0.064469711753893,103.4300854499219,Low,Within 1 week,1.0
8661,0.0737564627411403,104.64075866852853,Low,Within 1 week,1.0
8662,0.15220911876192172,103.4387111536326,Low,Within 1 week,1.0
8663,0.07183892225938869,104.4252788366932,Low,Within 1 week,1.0
8664,0.10080763686331633,102.63063742227925,Low,Immediate,0.0
8665,0.13044876879920375,100.74026085956613,Low,Immediate,0.0
8666,0.18494508451059802,107.68437211139565,Low,Within 1 week,1.0
8667,0.11708048202241558,102.93535448152642,Low,Within 1 week,1.0
8668,0.13183411728450023,106.7196039722991,Low,Within 1 week,1.0
8669,0.15915218201578743,103.54624959846653,Low,Within 1 week,1.0
8670,0.22127994667272038,101.97983579970526,Low,Within 1 week,1.0
8671,0.09492179936035054,106.59677867762645,Low,Within 1 week,1.0
8672,0.08894814104386616,99.08277130404647,Low,Within 1 week,1.0
8673,0.09039148698330496,104.54789744424339,Low,Immediate,0.0
8674,0.07265142495570841,108.1992834972883,Low,Within 1 week,1.0
8675,0.986459895386773,80.39980160558524,High,Immediate,0.0
8676,0.5675702969094625,106.76064919582717,Medium,Immediate,0.0
8677,0.04601250708387295,103.92552001683296,Low,Within 1 week,1.0
8678,0.26479072176795626,94.06259802869768,Low,Immediate,0.0
8679,0.13678802192375955,101.90621121038096,Low,Immediate,0.0
8680,0.08163189307088624,106.85207617479503,Low,Within 1 week,1.0
8681,0.18901854186454117,109.25862433476328,Low,Within 1 week,1.0
8682,0.11012203997982603,102.35505992153416,Low,Within 1 week,1.0
8683,0.1948715028406607,104.04418239698384,Low,Within 1 week,1.0
8684,0.1395537494626134,104.43514886710705,Low,Within 1 week,1.0
8685,0.1642157120124318,108.65193796389605,Low,Immediate,0.0
8686,0.12077917118869413,106.75797783628508,Low,Immediate,0.0
8687,0.14714188956709318,102.08102440665964,Low,Within 1 week,1.0
8688,0.1717053369744979,106.19052289082306,Low,Immediate,0.0
8689,0.13503435704358602,105.28314911889358,Low,Immediate,0.0
8690,0.024882574092032678,97.09145202219767,Low,Immediate,0.0
8691,0.1723304127137693,100.14882927785577,Low,Within 1 week,1.0
8692,0.3133967040079861,106.50058341631035,Low,Immediate,0.0
8693,0.08742749695363085,100.54791314426424,Low,Within 1 week,1.0
8694,0.09767465923119646,92.0339238716792,Low,Immediate,0.0
8695,0.08446640561323948,98.57160147092112,Low,Within 1 week,1.0
8696,0.06857735113040482,91.37043549736632,Low,Within 1 week,2.0
8697,0.16718069360998894,105.54221841835323,Low,Within 1 week,1.0
8698,0.14372642323736284,104.72780707199603,Low,Within 1 week,1.0
8699,0.08353425695281384,102.33162927482113,Low,Within 1 week,1.0
8700,0.08037241084703663,104.17657834291154,Low,Within 1 week,1.0
8701,0.045044901469801106,97.83198398336428,Low,Within 1 week,1.0
8702,0.18065919760057095,112.11815460908764,Low,Within 1 week,1.0
8703,0.043109258399597276,102.77893183605212,Low,Within 1 week,1.0
8704,0.09329416322081284,110.8164236445563,Low,Within 1 week,1.0
8705,0.2006472781974994,85.37356776705191,Low,Within 1 week,2.0
8706,0.05337391755938379,107.1534652805034,Low,Immediate,0.0
8707,0.02323995157140083,87.51075436182157,Low,Within 1 week,2.0
8708,0.14291660394054084,103.04587343136882,Low,Within 1 week,1.0
8709,0.16065962979886034,102.82834234987578,Low,Immediate,0.0
8710,0.13880941183678408,103.07927004634334,Low,Within 1 week,1.0
8711,0.13420801758283168,102.22685042637032,Low,Within 1 week,1.0
8712,0.08175000800406204,101.89970008240314,Low,Within 1 week,1.0
8713,0.023333502301542106,105.91255864561361,Low,Within 1 week,1.0
8714,0.15497552440487397,106.34353340523361,Low,Within 1 week,1.0
8715,0.031352533643142375,104.51283450921385,Low,Within 1 week,1.0
8716,0.06504025953330095,108.69906521053892,Low,Within 1 week,1.0
8717,0.19083965474332587,116.17921149829925,Low,Immediate,0.0
8718,0.11143094880082177,118.45755640561218,Low,Within 1 week,1.0
8719,0.15525771143656747,108.16038684765353,Low,Within 1 week,1.0
8720,0.10850647415350333,101.5525943737149,Low,Within 1 week,1.0
8721,0.03665213808702806,99.67932858006803,Low,Within 1 week,1.0
8722,0.15481090157003846,104.13530675981737,Low,Immediate,0.0
8723,0.11292840483117489,103.1209918801002,Low,Within 1 week,1.0
8724,0.12088358969544061,103.94172961378635,Low,Within 1 week,1.0
8725,0.13622118971002167,105.8243214125391,Low,Within 1 week,1.0
8726,0.0633408795775135,104.81990892208138,Low,Within 1 week,1.0
8727,0.0843722343921998,100.73763852912367,Low,Within 1 week,1.0
8728,0.10396894646789759,103.63158767528871,Low,Within 1 week,1.0
8729,0.7270265443271151,97.8177684917068,High,Immediate,0.0
8730,0.21611021337599262,101.0659669764986,Low,Immediate,0.0
8731,0.0365433520286835,134.1935605415041,Low,Within 1 week,1.0
8732,0.15061288240529352,105.35563841447532,Low,Within 1 week,1.0
8733,0.0704465766009506,107.9427522514625,Low,Immediate,0.0
8734,0.0689701543311237,114.56831158650772,Low,Within 1 week,1.0
8735,0.10328023598320872,102.22970893913256,Low,Immediate,0.0
8736,0.08359305575532344,97.53339719739529,Low,Immediate,0.0
8737,0.08269817455849104,103.53876900355291,Low,Within 1 week,1.0
8738,0.13332997157656234,104.09241040631092,Low,Within 1 week,1.0
8739,0.16042832218143385,106.24937005369858,Low,Immediate,0.0
8740,0.23395978604969814,104.03005771314524,Low,Within 1 week,1.0
8741,0.05851791294713296,108.34528544062903,Low,Within 1 week,1.0
8742,0.3776864061885989,95.5935953341817,Low,Immediate,0.0
8743,0.7966478840500687,106.86012367710251,High,Immediate,0.0
8744,0.09406674365844679,98.18349199729452,Low,Immediate,0.0
8745,0.9657399676907502,104.3623320685688,High,Immediate,0.0
8746,0.19229129360991615,43.916840146371875,Low,Within 1 week,2.0
8747,0.06519003242256038,104.26677090409727,Low,Within 1 week,1.0
8748,0.16586393690047732,105.12704045906067,Low,Within 1 week,1.0
8749,0.17014328444875954,106.42461564132384,Low,Within 1 week,1.0
8750,0.10681964738687678,109.63291275491487,Low,Within 1 week,1.0
8751,0.05077867225442084,108.05855987966946,Low,Within 1 week,1.0
8752,0.11479914487746049,105.35449626442383,Low,Within 1 week,1.0
8753,0.27612601735824127,108.25016825842934,Low,Within 1 week,1.0
8754,0.08639582335110224,106.76321399867946,Low,Immediate,0.0
8755,0.14732585727588277,106.28968280536134,Low,Within 1 week,1.0
8756,0.8398858313014208,103.69919397871169,High,Immediate,0.0
8757,0.11112058313216827,97.74321391794204,Low,Within 1 week,1.0
8758,0.03654876630202249,108.99260004058203,Low,Immediate,0.0
8759,0.09807656992463387,108.28818076864472,Low,Within 1 week,1.0
8760,0.17782694879298488,102.47291801936929,Low,Within 1 week,1.0
8761,0.038925677589921465,124.68528255372718,Low,Within 1 week,1.0
8762,0.045114285240147954,102.74905067350416,Low,Within 1 week,1.0
8763,0.0934297015275032,104.84763317084574,Low,Within 1 week,1.0
8764,0.1982144288803711,104.39780162475715,Low,Within 1 week,1.0
8765,0.8761204756337339,103.5383798019385,High,Immediate,0.0
8766,0.021555080492284356,108.09559047905103,Low,Within 1 week,1.0
8767,0.25276228323325073,103.99884799195657,Low,Within 1 week,1.0
8768,0.26426441904848413,101.50422189095286,Low,Within 1 week,1.0
8769,0.06642032515757479,106.73815402204397,Low,Within 1 week,1.0
8770,0.14266660045452043,105.29818564475845,Low,Within 1 week,1.0
8771,0.24550470191765913,105.49524745129683,Low,Within 1 week,1.0
8772,0.2909045408339457,101.82400319566104,Low,Within 1 week,1.0
8773,0.06869989233266781,93.40103289251003,Low,Within 1 week,2.0
8774,0.038200539183731376,106.7270159508854,Low,Within 1 week,1.0
8775,0.03634260908517526,103.11317813467069,Low,Within 1 week,1.0
8776,0.05583098709648897,100.28051710679732,Low,Immediate,0.0
8777,0.0617665531561906,114.47646114955339,Low,Within 1 week,1.0
8778,0.17817973183486582,101.80301128245021,Low,Immediate,0.0
8779,0.12162440618199742,106.95950361211003,Low,Within 1 week,1.0
8780,0.40713850291174447,105.64133272001047,Medium,Immediate,0.0
8781,0.2100957972721329,94.03676536827942,Low,Within 1 week,2.0
8782,0.06970239254111242,106.1667215109563,Low,Within 1 week,1.0
8783,0.09672461710684013,104.3176505779535,Low,Within 1 week,1.0
8784,0.1369423457729847,107.92404586537359,Low,Within 1 week,1.0
8785,0.11491580859741472,103.9032995519914,Low,Within 1 week,1.0
8786,0.04686524808792582,107.6582442529259,Low,Within 1 week,1.0
8787,0.04265335994706653,105.65087919211962,Low,Within 1 week,1.0
8788,0.08259915588782317,106.4638498846664,Low,Within 1 week,1.0
8789,0.032826593267171404,104.0984852723946,Low,Within 1 week,1.0
8790,0.12694476780727046,91.55348506198855,Low,Within 1 week,2.0
8791,0.06495267256348665,103.57790867185021,Low,Within 1 week,1.0
8792,0.11456226603451648,107.34226116123808,Low,Within 1 week,1.0
8793,0.06285324314010622,104.68161290254238,Low,Within 1 week,1.0
8794,0.16280547328422146,105.62634108690689,Low,Within 1 week,1.0
8795,0.0914092106309076,100.89823617901692,Low,Within 1 week,1.0
8796,0.19203233538930925,100.04665040945481,Low,Immediate,0.0
8797,0.08445865957258779,99.07465921253146,Low,Immediate,0.0
8798,0.1373482616639483,94.59101026662533,Low,Within 1 week,2.0
8799,0.12806220805675733,103.65920136680172,Low,Immediate,0.0
8800,0.1224524355940362,103.84771616398716,Low,Within 1 week,1.0
8801,0.4968285942168831,104.51186100693903,Medium,Immediate,0.0
8802,0.12203053901554192,104.35399670677492,Low,Within 1 week,1.0
8803,0.09648595612118718,95.24986112347614,Low,Within 1 week,2.0
8804,0.08759574610961357,108.58203001744874,Low,Within 1 week,1.0
8805,0.08785375849745107,103.22233474640014,Low,Within 1 week,1.0
8806,0.0823365457849906,103.59565066801055,Low,Immediate,0.0
8807,0.27060676069900486,109.65182327873025,Low,Within 1 week,1.0
8808,0.41145023077926374,105.91437094840983,Medium,Immediate,0.0
8809,0.10557039479104305,106.72230278092347,Low,Within 1 week,1.0
8810,0.33995423813470427,102.58940664772426,Low,Immediate,0.0
8811,0.16742397768568484,101.96887427703868,Low,Within 1 week,1.0
8812,0.12995522349762018,101.47530964944751,Low,Immediate,0.0
8813,0.16017555589483398,102.5773636745142,Low,Within 1 week,1.0
8814,0.060254528676923505,106.40316953560152,Low,Immediate,0.0
8815,0.09919451563818095,98.78325538119749,Low,Immediate,0.0
8816,0.05483786402352102,105.33504866933248,Low,Immediate,0.0
8817,0.07915266146319017,106.73662068548985,Low,Within 1 week,1.0
8818,0.1336265948152358,104.37749389336298,Low,Within 1 week,1.0
8819,0.03661149674677552,102.95196258941921,Low,Within 1 week,1.0
8820,0.11919300141444103,104.92489893794301,Low,Within 1 week,1.0
8821,0.0773018125229545,108.55585937903429,Low,Within 1 week,1.0
8822,0.08520799389152917,108.67827955471262,Low,Within 1 week,1.0
8823,0.12248882385265233,112.51489555341293,Low,Within 1 week,1.0
8824,0.17049908954261195,105.0302129745362,Low,Within 1 week,1.0
8825,0.15576914830129693,103.96253203294907,Low,Within 1 week,1.0
8826,0.1336163154173513,106.48432415808574,Low,Within 1 week,1.0
8827,0.14190843897552774,109.00476118332355,Low,Within 1 week,1.0
8828,0.15947450499099186,103.46839094564262,Low,Within 1 week,1.0
8829,0.16929054396322654,106.25005964505469,Low,Within 1 week,1.0
8830,0.09577371222059089,106.00506190239557,Low,Within 1 week,1.0
8831,0.21841831606191492,107.32570482295571,Low,Within 1 week,1.0
8832,0.2844820846287224,102.84863215293622,Low,Within 1 week,1.0
8833,0.24177766973513098,106.13473850936249,Low,Within 1 week,1.0
8834,0.11508867846719932,96.7032434468512,Low,Within 1 week,1.0
8835,0.06437115876234556,101.53662499350447,Low,Within 1 week,1.0
8836,0.04670882552375191,104.33746403022248,Low,Within 1 week,1.0
8837,0.11776070842545305,103.783466837436,Low,Within 1 week,1.0
8838,0.06811690061800657,107.38906096924026,Low,Within 1 week,1.0
8839,0.09818978831395027,109.23251272615532,Low,Immediate,0.0
8840,0.1941353383430348,108.43858528638702,Low,Within 1 week,1.0
8841,0.029409424379869972,111.52731907432982,Low,Within 1 week,1.0
8842,0.07485444308373645,109.82738903295493,Low,Within 1 week,1.0
8843,0.2295390608873196,105.0272096625277,Low,Within 1 week,1.0
8844,0.15909749336444967,103.82441574098199,Low,Immediate,0.0
8845,0.2611126322505771,102.88733221096747,Low,Within 1 week,1.0
8846,0.14429115952044452,101.77092778900803,Low,Within 1 week,1.0
8847,0.10205013709575905,107.32589945299274,Low,Within 1 week,1.0
8848,0.10333484389635549,105.03859988143402,Low,Within 1 week,1.0
8849,0.021652021263565205,102.22220085772366,Low,Within 1 week,1.0
8850,0.14661564218317394,108.23115308098131,Low,Within 1 week,1.0
8851,0.18389245438331261,104.0815267220733,Low,Within 1 week,1.0
8852,0.10119070463095485,103.17708653686799,Low,Immediate,0.0
8853,0.025862966181019565,106.71528640690443,Low,Within 1 week,1.0
8854,0.04419627529945305,104.7438465205521,Low,Immediate,0.0
8855,0.08818330389356173,103.1585783607106,Low,Within 1 week,1.0
8856,0.0614721319046534,97.03367385638404,Low,Within 1 week,1.0
8857,0.02472379993497238,103.59541174734957,Low,Within 1 week,1.0
8858,0.47391146153486047,85.18992865578372,Medium,Immediate,0.0
8859,0.13459526113204193,104.91564248614877,Low,Within 1 week,1.0
8860,0.1265403770633123,104.71157749183175,Low,Within 1 week,1.0
8861,0.05025762186658192,98.86106757236394,Low,Immediate,0.0
8862,0.07324783772942729,101.81654454695297,Low,Within 1 week,1.0
8863,0.1420326538335283,114.74403220059574,Low,Within 1 week,1.0
8864,0.13097798733651145,82.39366212202464,Low,Immediate,0.0
8865,0.05110108241820931,106.78795842097725,Low,Within 1 week,1.0
8866,0.1445853984321961,106.15469287481451,Low,Within 1 week,1.0
8867,0.08487466847259352,100.71534288976888,Low,Within 1 week,1.0
8868,0.26220033670184173,107.68102143716374,Low,Within 1 week,1.0
8869,0.043251116060835176,99.33320431075678,Low,Within 1 week,1.0
8870,0.021992493063715538,103.9491915304337,Low,Within 1 week,1.0
8871,0.14143280807766706,111.16608940918425,Low,Within 1 week,1.0
8872,0.13418601080291867,105.00290427451347,Low,Immediate,0.0
8873,0.20897211944623068,104.95571356883393,Low,Within 1 week,1.0
8874,0.13624137528604643,105.21335628928503,Low,Within 1 week,1.0
8875,0.06197228496329998,98.20901826316765,Low,Within 1 week,1.0
8876,0.12235957885090785,105.27693080312194,Low,Within 1 week,1.0
8877,0.13356750710283558,103.80484017774677,Low,Within 1 week,1.0
8878,0.13423094055073315,103.74182584358479,Low,Within 1 week,1.0
8879,0.034830190807600137,102.11129524591125,Low,Within 1 week,1.0
8880,0.06906663590999017,100.03076974021049,Low,Within 1 week,1.0
8881,0.15411603498554555,100.8623029026583,Low,Within 1 week,1.0
8882,0.06608081898730704,107.72275361986704,Low,Within 1 week,1.0
8883,0.14796345597515415,103.9221013818141,Low,Within 1 week,1.0
8884,0.19967905876470826,103.1113170932745,Low,Immediate,0.0
8885,0.04987393578850064,103.8541076522383,Low,Within 1 week,1.0
8886,0.046379072011935946,100.42676298345073,Low,Within 1 week,1.0
8887,0.10848744251741643,104.8317660455548,Low,Within 1 week,1.0
8888,0.07420759495393164,99.29566736319433,Low,Within 1 week,1.0
8889,0.10530042295669824,106.09652539556629,Low,Within 1 week,1.0
8890,0.45195154729082454,104.48701616606486,Medium,Immediate,0.0
8891,0.11819300721304662,103.31646654582923,Low,Within 1 week,1.0
8892,0.13468153026508417,105.35282569858713,Low,Within 1 week,1.0
8893,0.11504321797440534,108.55460508588963,Low,Within 1 week,1.0
8894,0.11483735193631826,100.14343434753505,Low,Within 1 week,1.0
8895,0.056370110831204315,102.59080176101146,Low,Within 1 week,1.0
8896,0.11371122362300606,104.58258600566191,Low,Within 1 week,1.0
8897,0.18048511270719791,106.12672762660593,Low,Within 1 week,1.0
8898,0.08766969715712031,104.90403138881092,Low,Within 1 week,1.0
8899,0.17515560972202837,103.19932455347266,Low,Immediate,0.0
8900,0.16464728867533418,108.32498288882584,Low,Immediate,0.0
8901,0.1091651064575821,101.10070853559176,Low,Within 1 week,1.0
8902,0.04989079244775874,106.71469316837342,Low,Immediate,0.0
8903,0.0864269197954373,106.03209591834123,Low,Immediate,0.0
8904,0.09644215314920983,101.42629798653059,Low,Within 1 week,1.0
8905,0.1853415891395093,107.91070125374843,Low,Within 1 week,1.0
8906,0.060519649986481745,80.61232209681691,Low,Immediate,0.0
8907,0.08558541740731952,98.40956605033021,Low,Within 1 week,1.0
8908,0.1731758409847404,107.37376228507144,Low,Within 1 week,1.0
8909,0.18543257768359253,104.50016923579821,Low,Within 1 week,1.0
8910,0.7256970469904783,105.49753013450157,High,Immediate,0.0
8911,0.054113774157537105,107.24898824950726,Low,Within 1 week,1.0
8912,0.19979058285439952,110.47524411180238,Low,Immediate,0.0
8913,0.12714081230751606,108.05493947720743,Low,Within 1 week,1.0
8914,0.12116411213261685,106.72700060484391,Low,Within 1 week,1.0
8915,0.03271744498778857,100.03144778352292,Low,Within 1 week,1.0
8916,0.015586478398451781,83.75129388678864,Low,Within 1 week,2.0
8917,0.09028040821689819,104.85142077593703,Low,Within 1 week,1.0
8918,0.04331232171607823,103.91829345951183,Low,Within 1 week,1.0
8919,0.16165441999752173,106.00166151452655,Low,Immediate,0.0
8920,0.18612367166630853,103.14842999408174,Low,Within 1 week,1.0
8921,0.2810313519884247,105.2207437271026,Low,Within 1 week,1.0
8922,0.0759730186125042,106.36112907171123,Low,Within 1 week,1.0
8923,0.07043656600952244,103.63020770394213,Low,Within 1 week,1.0
8924,0.15007016474291252,103.54465408820829,Low,Within 1 week,1.0
8925,0.061355640011303496,98.51518093314941,Low,Immediate,0.0
8926,0.03936352986168345,99.36844190667031,Low,Immediate,0.0
8927,0.24443642913762784,88.01446576832932,Low,Within 1 week,2.0
8928,0.06403321112725374,138.91309293721477,Low,Within 1 week,1.0
8929,0.7852306237779024,105.44701446873744,High,Immediate,0.0
8930,0.11291557067109416,101.32508645916162,Low,Within 1 week,1.0
8931,0.17991308140873333,103.33017169872366,Low,Within 1 week,1.0
8932,0.15681484543208177,103.85931557965543,Low,Within 1 week,1.0
8933,0.2883680438522917,126.88538554710782,Low,Within 1 week,1.0
8934,0.0850141344615578,93.431890989519,Low,Within 1 week,2.0
8935,0.034658077334022604,102.64911388117667,Low,Within 1 week,1.0
8936,0.1296896795322682,102.59944250814357,Low,Immediate,0.0
8937,0.1288012138384294,107.13873164489685,Low,Within 1 week,1.0
8938,0.07807611716128704,106.40399061672535,Low,Within 1 week,1.0
8939,0.047403188003554565,101.86626138344583,Low,Within 1 week,1.0
8940,0.13728013271361167,110.84136751165344,Low,Within 1 week,1.0
8941,0.023359825844430117,105.5252666916575,Low,Within 1 week,1.0
8942,0.11619744759704517,100.87571993711106,Low,Within 1 week,1.0
8943,0.7505654199483714,109.9409074405143,High,Immediate,0.0
8944,0.2635299396524401,103.21324257899906,Low,Immediate,0.0
8945,0.13611784428605453,101.76034953289445,Low,Within 1 week,1.0
8946,0.1340606697938541,106.30682511546672,Low,Within 1 week,1.0
8947,0.24233211199991714,103.75658214012435,Low,Within 1 week,1.0
8948,0.10001769496085826,106.67296064518315,Low,Within 1 week,1.0
8949,0.6515271141430499,106.0492239075145,Medium,Immediate,0.0
8950,0.558596742239904,97.40952233404467,Medium,Immediate,0.0
8951,0.8115227725538605,100.61491262186877,High,Immediate,0.0
8952,0.03512597306270449,101.10268787961299,Low,Immediate,0.0
8953,0.06355613479753205,102.35072016592277,Low,Within 1 week,1.0
8954,0.12323397514464153,104.85487108003731,Low,Within 1 week,1.0
8955,0.163891212940052,109.22451383438036,Low,Within 1 week,1.0
8956,0.2818458409341747,107.3067280188813,Low,Within 1 week,1.0
8957,0.14218401636410533,106.14575194446125,Low,Immediate,0.0
8958,0.08111989827778811,105.69116512332637,Low,Within 1 week,1.0
8959,0.04255815669617943,111.82566739159869,Low,Within 1 week,1.0
8960,0.14865377678264532,108.13686479533577,Low,Immediate,0.0
8961,0.11202632097179993,104.68095465722449,Low,Within 1 week,1.0
8962,0.037235697705542616,107.46949944169339,Low,Within 1 week,1.0
8963,0.16624587008637,102.1388387447462,Low,Within 1 week,1.0
8964,0.09134335994589853,96.93689592089576,Low,Within 1 week,1.0
8965,0.11754951418205939,105.15394069374541,Low,Immediate,0.0
8966,0.11363481004363382,82.0410012198574,Low,Within 1 week,2.0
8967,0.06366362149313361,106.55452228938967,Low,Within 1 week,1.0
8968,0.04514293306959847,111.74845139589793,Low,Within 1 week,1.0
8969,0.08524281105951502,114.35297938178252,Low,Within 1 week,1.0
8970,0.11184692570546036,100.23362044230066,Low,Within 1 week,1.0
8971,0.13671984869714854,106.31447827051885,Low,Immediate,0.0
8972,0.05911844418579817,104.72698672415271,Low,Within 1 week,1.0
8973,0.1904720222810748,111.14201296055249,Low,Immediate,0.0
8974,0.1727473151696167,122.08989397417983,Low,Within 1 week,1.0
8975,0.1776038997149536,103.79391093267984,Low,Within 1 week,1.0
8976,0.11520344007968594,102.80857376947137,Low,Within 1 week,1.0
8977,0.01599200709917607,85.9247351205734,Low,Within 1 week,2.0
8978,0.11383555888990085,104.2276863026424,Low,Within 1 week,1.0
8979,0.08708210413748647,101.9908132599384,Low,Within 1 week,1.0
8980,0.06970336850167977,109.71891207651353,Low,Immediate,0.0
8981,0.1570581529802536,104.70476784276173,Low,Immediate,0.0
8982,0.1010403296801301,96.98452560878458,Low,Within 1 week,1.0
8983,0.13873299781894174,103.30510125828442,Low,Within 1 week,1.0
8984,0.03610013777386104,101.23324069668435,Low,Immediate,0.0
8985,0.21688615735698547,105.53216426499095,Low,Within 1 week,1.0
8986,0.1407017417924711,104.38321216939141,Low,Within 1 week,1.0
8987,0.0413160323558408,105.30490304081285,Low,Within 1 week,1.0
8988,0.04523328670568506,105.87610798238383,Low,Immediate,0.0
8989,0.01432812561768893,126.11090962288685,Low,Within 1 week,1.0
8990,0.1384717940465073,102.20495183697255,Low,Within 1 week,1.0
8991,0.23498137217080475,105.37003762562091,Low,Within 1 week,1.0
8992,0.024135703387342975,105.27481630894232,Low,Within 1 week,1.0
8993,0.17373346161587314,106.53821537003577,Low,Within 1 week,1.0
8994,0.22446129188929353,106.26650568005513,Low,Within 1 week,1.0
8995,0.14798563256117597,105.62109669432608,Low,Within 1 week,1.0
8996,0.1305898161285514,104.09526831637677,Low,Within 1 week,1.0
8997,0.10889664767633477,101.92238649806824,Low,Within 1 week,1.0
8998,0.10722300016419753,103.35492631162437,Low,Within 1 week,1.0
8999,0.09454392637143774,105.85353658691946,Low,Immediate,0.0
9000,0.2526490581899142,97.94555875328741,Low,Immediate,0.0
9001,0.0857084540043115,101.20024228346243,Low,Within 1 week,1.0
9002,0.154321979466825,104.11586345722688,Low,Within 1 week,1.0
9003,0.04694450901602904,104.3341607873821,Low,Immediate,0.0
9004,0.09911225128484892,109.651032797031,Low,Within 1 week,1.0
9005,0.10018539200212385,108.01838730386417,Low,Within 1 week,1.0
9006,0.1924058934472039,111.20513762277501,Low,Within 1 week,1.0
9007,0.1326112726649092,98.59936376399777,Low,Within 1 week,1.0
9008,0.07900128425426599,106.39736665978974,Low,Within 1 week,1.0
9009,0.12669002204419408,102.80979095303181,Low,Within 1 week,1.0
9010,0.4311791936526504,105.90438667876487,Medium,Immediate,0.0
9011,0.19651463031351882,105.27062254922981,Low,Immediate,0.0
9012,0.18282346988831852,106.50888390327162,Low,Within 1 week,1.0
9013,0.042855180647507395,105.740066094236,Low,Immediate,0.0
9014,0.5827755350751508,102.86558428091362,Medium,Immediate,0.0
9015,0.09674183840100595,109.7953032620047,Low,Within 1 week,1.0
9016,0.06963824017260849,101.38520737713938,Low,Within 1 week,1.0
9017,0.22815939657057147,106.60020311299866,Low,Immediate,0.0
9018,0.10718846628535332,101.69848154423404,Low,Within 1 week,1.0
9019,0.14602275789017516,109.77906926779171,Low,Within 1 week,1.0
9020,0.09853451436145674,95.7361876154906,Low,Within 1 week,1.0
9021,0.20673790758966362,99.9700648384386,Low,Within 1 week,1.0
9022,0.04491423995682129,102.54543049120112,Low,Within 1 week,1.0
9023,0.09190496486688064,105.91584625908844,Low,Within 1 week,1.0
9024,0.27519928237369745,110.60838060323196,Low,Within 1 week,1.0
9025,0.10815087606110517,99.5970767575304,Low,Within 1 week,1.0
9026,0.06788734340788957,107.94604716808918,Low,Within 1 week,1.0
9027,0.1966621285650742,104.58430456600757,Low,Immediate,0.0
9028,0.13415133107199764,108.18245100962926,Low,Within 1 week,1.0
9029,0.15051724828259927,105.55689429006398,Low,Within 1 week,1.0
9030,0.08565406558513106,96.52446682290824,Low,Within 1 week,1.0
9031,0.09394759497666785,102.30802659257354,Low,Within 1 week,1.0
9032,0.16839195070222368,105.06167549932526,Low,Within 1 week,1.0
9033,0.21615804634708002,101.66242728382677,Low,Within 1 week,1.0
9034,0.08904799490813967,104.7949927732603,Low,Immediate,0.0
9035,0.11699680104534935,103.4463506374903,Low,Immediate,0.0
9036,0.22276671412705784,105.4589962569482,Low,Within 1 week,1.0
9037,0.1510137905677679,103.9021480363265,Low,Immediate,0.0
9038,0.14547119899631558,105.01716377039841,Low,Immediate,0.0
9039,0.08956649962753536,108.91480861606189,Low,Within 1 week,1.0
